Purchase_Date,Total_Amount,Moving_Average,Days,Linear_Trend
2022-04-16,5822.648963652029,5535.083104102609,836,5025.768040845935
2022-04-17,292.57043192443433,4153.056591714683,837,5025.763537137608
2022-04-18,10559.301593110737,4635.9073324945575,838,5025.759033429282
2022-04-19,6628.018159689994,5045.7470930854515,839,5025.754529720955
2022-04-20,6434.395285336848,5549.1561587036995,840,5025.750026012629
2022-04-21,2064.6672932373517,5159.27033694392,841,5025.7455223043025
2022-04-22,4421.3550968837035,5174.708117690729,842,5025.741018595976
2022-04-23,952.5901599012356,4478.985431440615,843,5025.73651488765
2022-04-24,6890.488528885336,5421.545159577887,844,5025.732011179323
2022-04-25,4770.3694495086565,4594.554853349017,845,5025.727507470997
2022-04-26,5235.751983816439,4395.659685367082,846,5025.7230037626705
2022-04-27,127.39932476450413,3494.6602624281754,847,5025.718500054344
2022-04-28,5647.691659143535,4006.5208861290585,848,5025.713996346018
2022-04-29,4720.94786603759,4049.3198531510425,849,5025.709492637691
2022-04-30,7027.179385765675,4917.118313988819,850,5025.704988929365
2022-05-01,3525.0168095465774,4436.336639797568,851,5025.700485221038
2022-05-02,7856.951126514861,4877.276879369883,852,5025.695981512712
2022-05-03,6145.410122033198,5007.2280419722765,853,5025.691477804386
2022-05-04,9902.065891337117,6403.6089800540785,854,5025.686974096059
2022-05-05,671.3209674577535,5692.698881241823,855,5025.682470387733
2022-05-06,1161.2694858028462,5184.173398351146,856,5025.677966679406
2022-05-07,5348.633769034285,4944.38116738952,857,5025.67346297108
2022-05-08,9292.62045747339,5768.324545664778,858,5025.668959262754
2022-05-09,4972.750682259427,5356.295910771145,859,5025.664455554427
2022-05-10,6406.568127013331,5393.604197196879,860,5025.659951846101
2022-05-11,6848.570699063688,4957.390598300674,861,5025.655448137774
2022-05-12,4101.605730846646,5447.431278784802,862,5025.650944429448
2022-05-13,6144.728803062389,6159.354038393308,863,5025.6464407211215
2022-05-14,6469.576095662331,6319.488656483029,864,5025.641937012795
2022-05-15,3922.82333399351,5552.374781700189,865,5025.637433304469
2022-05-16,5941.597258824575,5690.781435495211,866,5025.632929596142
2022-05-17,920.1586216628979,4907.008649016577,867,5025.628425887816
2022-05-18,3216.7473031961626,4388.176735321215,868,5025.623922179489
2022-05-19,256.59761235655185,3838.889861251202,869,5025.619418471163
2022-05-20,3640.4841832426855,3481.140629848388,870,5025.614914762837
2022-05-21,2869.949076098621,2966.9081984821432,871,5025.61041105451
2022-05-22,5276.400266429349,3160.2763316872633,872,5025.605907346184
2022-05-23,4088.567866017031,2895.5578470004716,873,5025.601403637857
2022-05-24,6129.533636246486,3639.7542776552696,874,5025.596899929531
2022-05-25,3053.617461268524,3616.45001452275,875,5025.592396221205
2022-05-26,3017.0822511020638,4010.804962914966,876,5025.587892512878
2022-05-27,6932.386091482094,4481.076664092025,877,5025.583388804552
2022-05-28,4032.974702878619,4647.223182203453,878,5025.578885096225
2022-05-29,2630.7202948672893,4269.2689005517295,879,5025.574381387899
2022-05-30,4597.1435048002295,4341.9225632350435,880,5025.5698776795725
2022-05-31,971.0612994245653,3604.9979436890544,881,5025.565373971246
2022-06-01,6113.4268047729765,4042.1135641896913,882,5025.56087026292
2022-06-02,2365.1604637553746,3948.981880283022,883,5025.556366554593
2022-06-03,3556.9182988470184,3466.772195620867,884,5025.551862846267
2022-06-04,894.7700325691553,3018.4572427195153,885,5025.5473591379405
2022-06-05,10932.591358557418,4204.438823246676,886,5025.542855429614
2022-06-06,1852.8316148342751,3812.394267537255,887,5025.538351721288
2022-06-07,3565.28351408218,4182.9974410597715,888,5025.533848012961
2022-06-08,7323.8583498808675,4355.916233218041,889,5025.529344304635
2022-06-09,886.307484322095,4144.65152187043,890,5025.524840596308
2022-06-10,3312.1778948682504,4109.688607016321,891,5025.520336887982
2022-06-11,4003.2223917025667,4553.753229749665,892,5025.515833179656
2022-06-12,11239.861277978429,4597.6489325240955,893,5025.511329471329
2022-06-13,1973.7480477879117,4614.922708660329,894,5025.506825763003
2022-06-14,6038.455268577396,4968.2329593025015,895,5025.502322054676
2022-06-15,1921.792495478864,4196.509265816502,896,5025.49781834635
2022-06-16,7462.1376063369535,5135.913568961482,897,5025.493314638024
2022-06-17,5427.695905007035,5438.130427552736,898,5025.488810929697
2022-06-18,2185.5378619208077,5178.461209012485,899,5025.484307221371
2022-06-19,9764.283847369767,4967.664433211248,900,5025.479803513044
2022-06-20,3179.6107374627854,5139.93053173623,901,5025.475299804718
2022-06-21,4913.187013472715,4979.177923864132,902,5025.4707960963915
2022-06-22,6467.798788038673,5628.60739422982,903,5025.466292388065
2022-06-23,4914.308680146256,5264.631833345435,904,5025.461788679739
2022-06-24,4884.413169497205,5187.0200139868875,905,5025.457284971412
2022-06-25,3396.4824105812586,5360.012092366952,906,5025.452781263086
2022-06-26,2927.015941722279,4383.2595344173105,907,5025.448277554759
2022-06-27,1169.1453514997131,4096.050193565442,908,5025.443773846433
2022-06-28,3448.324765091902,3886.7841580824693,909,5025.439270138107
2022-06-29,1764.6768790833466,3214.9095996602805,910,5025.43476642978
2022-06-30,4890.120117086832,3211.454090651791,911,5025.430262721454
2022-07-01,5203.952482267452,3257.1025639046834,912,5025.425759013127
2022-07-02,3801.7704630468547,3315.0008571140543,913,5025.421255304801
2022-07-03,4799.671678530863,3582.523105229566,914,5025.416751596475
2022-07-04,7198.224507789168,4443.820127556632,915,5025.412247888148
2022-07-05,6599.839393257802,4894.036503008902,916,5025.407744179822
2022-07-06,2686.008405228062,5025.655292458148,917,5025.403240471494
2022-07-07,8264.344601548724,5507.687361666989,918,5025.398736763168
2022-07-08,1405.0251215846258,4964.983452998014,919,5025.394233054842
2022-07-09,5002.287093059067,5136.485828714044,920,5025.389729346515
2022-07-10,2089.2619738565936,4749.284442332006,921,5025.385225638189
2022-07-11,2054.9204483698304,4014.526719557815,922,5025.380721929862
2022-07-12,4299.219633570094,3685.8667538881423,923,5025.376218221536
2022-07-13,4437.737360755423,3936.1137475349083,924,5025.37171451321
2022-07-14,4815.119771378071,3443.3673432248147,925,5025.367210804883
2022-07-15,8532.085089694567,4461.518767240521,926,5025.362707096557
2022-07-16,4247.3163746598775,4353.665807469208,927,5025.35820338823
2022-07-17,585.3290422442604,4138.818245810303,928,5025.353699679904
2022-07-18,3501.673634403716,4345.497272386573,929,5025.3491959715775
2022-07-19,1823.594224044767,3991.83649959724,930,5025.344692263251
2022-07-20,9878.12680251247,4769.034991276819,931,5025.340188554925
2022-07-21,3501.8335838485136,4581.422678772596,932,5025.335684846598
2022-07-22,2620.5413948358078,3736.9164366499162,933,5025.331181138272
2022-07-23,2787.6042868592135,3528.3861383926783,934,5025.326677429945
2022-07-24,6056.240353054263,4309.944897079821,935,5025.322173721619
2022-07-25,592.0940422687049,3894.290669631963,936,5025.317670013293
2022-07-26,4262.117679023488,4242.651163200351,937,5025.313166304966
2022-07-27,4809.041735950915,3518.496153691558,938,5025.30866259664
2022-07-28,4734.305953821938,3694.563635116333,939,5025.304158888313
2022-07-29,4343.0891275840895,3940.6418826518016,940,5025.299655179987
2022-07-30,4416.1961376187355,4173.297861331734,941,5025.295151471661
2022-07-31,1719.6968743396747,3553.791650086792,942,5025.290647763334
2022-08-01,7558.313362926281,4548.96583875216,943,5025.286144055008
2022-08-02,7653.333287817843,5033.425211437068,944,5025.281640346681
2022-08-03,9308.79888597695,5676.247661440787,945,5025.277136638355
2022-08-04,3301.1298372951446,5471.508216222674,946,5025.2726329300285
2022-08-05,3320.865060369046,5325.476206620525,947,5025.268129221702
2022-08-06,3633.0462148197275,5213.597646220666,948,5025.263625513376
2022-08-07,4877.421079371978,5664.7011040824245,949,5025.259121805049
2022-08-08,889.7825694513735,4712.053847871723,950,5025.254618096723
2022-08-09,1753.3306296288142,3869.1963252732903,951,5025.2501143883965
2022-08-10,8742.26964390609,3788.2635764060246,952,5025.24561068007
2022-08-11,9771.791115244017,4712.643758970148,953,5025.241106971744
2022-08-12,7463.322233664221,5304.423355155174,954,5025.236603263417
2022-08-13,5345.293620468969,5549.030127390781,955,5025.232099555091
2022-08-14,6503.796812856368,5781.369517888549,956,5025.227595846764
2022-08-15,5387.704921105094,6423.929853839081,957,5025.223092138438
2022-08-16,4061.9525034385406,6753.732978669042,958,5025.218588430112
2022-08-17,12107.791145375682,7234.52176459327,959,5025.214084721785
2022-08-18,3918.848545243904,6398.387111736111,960,5025.209581013459
2022-08-19,6878.520463815537,6314.844001757728,961,5025.205077305132
2022-08-20,10601.366952273027,7065.711620586879,962,5025.200573596806
2022-08-21,2754.7835958345313,6530.138303869475,963,5025.1960698884795
2022-08-22,13858.130109640744,7740.1990450888525,964,5025.191566180153
2022-08-23,494.54764316608475,7230.569779335645,965,5025.187062471827
2022-08-24,2238.9818680392714,5820.739882573301,966,5025.1825587635
2022-08-25,6322.466866432017,6164.113928457316,967,5025.178055055174
2022-08-26,5847.167970750731,6016.777858019486,968,5025.1735513468475
2022-08-27,3523.507766899612,5005.655117251857,969,5025.169047638521
2022-08-28,7311.129731071763,5656.561708000032,970,5025.164543930195
2022-08-29,2757.1824690411777,4070.7120450572365,971,5025.160040221868
2022-08-30,2810.35702834156,4401.541957225161,972,5025.155536513542
2022-08-31,6892.866692948235,5066.382646497871,973,5025.151032805215
2022-09-01,5937.3871674295415,5011.371260926089,974,5025.146529096889
2022-09-02,5508.257885422769,4962.955534450665,975,5025.142025388563
2022-09-03,5289.560919490554,5215.2488419636575,976,5025.137521680236
2022-09-04,1473.9070715366217,4381.359890601494,977,5025.13301797191
2022-09-05,6531.047825280346,4920.483512921375,978,5025.128514263583
2022-09-06,5875.134146047576,5358.308815450806,979,5025.124010555257
2022-09-07,3778.905867245829,4913.457268921891,980,5025.119506846931
2022-09-08,7294.653970382077,5107.352526486539,981,5025.115003138604
2022-09-09,4983.595997411594,5032.400828199228,982,5025.110499430278
2022-09-10,4478.234056084215,4916.496990569751,983,5025.105995721951
2022-09-11,4916.455357702717,5408.289602879194,984,5025.101492013625
2022-09-12,6040.3772963614065,5338.19381303363,985,5025.0969883052985
2022-09-13,1666.521498158141,4736.963434763711,986,5025.092484596972
2022-09-14,4152.765359379856,4790.371933640002,987,5025.087980888646
2022-09-15,3907.338251263105,4306.469688051577,988,5025.083477180319
2022-09-16,9661.183257641957,4974.696439513057,989,5025.078973471993
2022-09-17,3373.0515296548388,4816.813221451717,990,5025.0744697636665
2022-09-18,2360.1237643612217,4451.622993831504,991,5025.06996605534
2022-09-19,7621.3018702506815,4677.469361529971,992,5025.065462347014
2022-09-20,5110.229871008401,5169.4277005085805,993,5025.060958638687
2022-09-21,6823.993842272574,5551.031769493254,994,5025.056454930361
2022-09-22,2039.6902144565174,5284.224907092313,995,5025.051951222034
2022-09-23,8204.474308889137,5076.1236286990525,996,5025.047447513708
2022-09-24,3844.324635495499,5143.448358104862,997,5025.042943805382
2022-09-25,2813.867556609407,5208.268899854602,998,5025.038440097055
2022-09-26,2146.042380320948,4426.088972721783,999,5025.033936388729
2022-09-27,7820.857084083575,4813.321431732523,1000,5025.029432680402
2022-09-28,5342.063954964209,4601.6171621170415,1001,5025.024928972076
2022-09-29,7951.21126901692,5446.120169911385,1002,5025.0204252637495
2022-09-30,3209.343495392199,4732.5300536975365,1003,5025.015921555423
2022-10-01,2851.8878497189644,4590.753370015174,1004,5025.011417847097
2022-10-02,4932.20204898168,4893.372583211213,1005,5025.006914138769
2022-10-03,3420.803285065503,5075.481283889007,1006,5025.002410430443
2022-10-04,3299.506378987645,4429.574040303874,1007,5024.997906722117
2022-10-05,3416.8079041090614,4154.537461610282,1008,5024.99340301379
2022-10-06,4284.610310944518,3630.737324742796,1009,5024.988899305464
2022-10-07,4119.377621131956,3760.742199848475,1010,5024.984395597137
2022-10-08,7793.122234792012,4466.632826287482,1011,5024.979891888811
2022-10-09,9541.260062837297,5125.069685409713,1012,5024.9753881804845
2022-10-10,9681.064931446172,6019.392777749809,1013,5024.970884472158
2022-10-11,5985.572765620083,6403.116547268729,1014,5024.966380763832
2022-10-12,5087.3409069573945,6641.764119104205,1015,5024.961877055505
2022-10-13,6871.818064211778,7011.365226713814,1016,5024.957373347179
2022-10-14,4305.562666716969,7037.963090368815,1017,5024.9528696388525
2022-10-15,3939.6557536419987,6487.467878775956,1018,5024.948365930526
2022-10-16,3523.522483480334,5627.791081724962,1019,5024.9438622222
2022-10-17,8075.689893727909,5398.451790622353,1020,5024.939358513873
2022-10-18,3497.704716483697,5043.0420693171545,1021,5024.934854805547
2022-10-19,5356.043881576581,5081.4282085484665,1022,5024.93035109722
2022-10-20,2175.9384917054253,4410.588269618988,1023,5024.925847388894
2022-10-21,3551.0819363002392,4302.8053081308835,1024,5024.921343680568
2022-10-22,5062.482974719025,4463.209196856173,1025,5024.916839972241
2022-10-23,4165.263960502261,4554.886550716448,1026,5024.912336263915
2022-10-24,2224.1587733366882,3718.9535335177025,1027,5024.907832555588
2022-10-25,8729.314012960951,4466.32629015731,1028,5024.903328847262
2022-10-26,2999.7226807496872,4129.708975753469,1029,5024.8988251389355
2022-10-27,4942.653456608217,4524.953970739581,1030,5024.894321430609
2022-10-28,5274.687502607441,4771.183337354896,1031,5024.889817722283
2022-10-29,2547.261774512963,4411.8660230397445,1032,5024.885314013956
2022-10-30,5392.003371855413,4587.114510375909,1033,5024.88081030563
2022-10-31,1077.5550391074821,4423.313976914594,1034,5024.8763065973035
2022-11-01,7094.3351808495145,4189.745572327245,1035,5024.871802888977
2022-11-02,3712.148276119809,4291.52065738012,1036,5024.867299180651
2022-11-03,8239.24729334735,4762.462634057139,1037,5024.862795472324
2022-11-04,12146.588508581768,5744.162777767757,1038,5024.858291763998
2022-11-05,5370.64787078295,6147.50364866347,1039,5024.853788055671
2022-11-06,1003.3938455650533,5520.559430621989,1040,5024.849284347345
2022-11-07,898.3724780739487,5494.961921902913,1041,5024.844780639019
2022-11-08,5589.490865856722,5279.984162618229,1042,5024.840276930692
2022-11-09,2784.938770859606,5147.525661866771,1043,5024.835773222366
2022-11-10,9720.146627976223,5359.082709670895,1044,5024.831269514039
2022-11-11,4372.265454991455,4248.4651305865655,1045,5024.826765805713
2022-11-12,8608.887700782145,4711.07082058645,1046,5024.822262097387
2022-11-13,4898.956082932193,5267.5797116388985,1047,5024.81775838906
2022-11-14,8930.20207915071,6414.983940364151,1048,5024.813254680734
2022-11-15,3126.633453701886,6063.147167199174,1049,5024.808750972407
2022-11-16,8877.421988201979,6933.5019125337985,1050,5024.804247264081
2022-11-17,1692.889911093667,5786.750952979148,1051,5024.7997435557545
2022-11-18,6824.755915120606,6137.106732997599,1052,5024.795239847428
2022-11-19,13541.689816575106,6841.79274953945,1053,5024.790736139102
2022-11-20,2931.860574267972,6560.779105444561,1054,5024.786232430775
2022-11-21,696.3928850245626,5384.520649140826,1055,5024.781728722449
2022-11-22,3933.0274937978643,5499.719797725965,1056,5024.777225014122
2022-11-23,7253.369785964083,5267.712340263409,1057,5024.772721305796
2022-11-24,7263.306119284357,6063.48608429065,1058,5024.76821759747
2022-11-25,4113.708139227884,5676.193544877404,1059,5024.763713889143
2022-11-26,8768.576224954628,4994.320174645907,1060,5024.759210180817
2022-11-27,6091.142019515972,5445.646095395621,1061,5024.75470647249
2022-11-28,1163.8628527206088,5512.427519352199,1062,5024.750202764164
2022-11-29,2717.563480952243,5338.789803231397,1063,5024.745699055838
2022-11-30,12153.54449429026,6038.814761563707,1064,5024.741195347511
2022-12-01,1672.1478527519675,5240.077866344794,1065,5024.736691639185
2022-12-02,8926.721105569164,5927.651147250691,1066,5024.732187930858
2022-12-03,3660.320317293311,5197.900303299075,1067,5024.727684222532
2022-12-04,7615.364691785033,5415.646399337512,1068,5024.7231805142055
2022-12-05,11302.098406878393,6863.965764217195,1069,5024.718676805879
2022-12-06,10224.144483715467,7936.334478897656,1070,5024.714173097553
2022-12-07,7090.144931823754,7212.991684259584,1071,5024.709669389226
2022-12-08,8616.962819248463,8205.108108044797,1072,5024.7051656809
2022-12-09,5376.912114287358,7697.992537861683,1073,5024.7006619725735
2022-12-10,8002.126625853529,8318.250581941713,1074,5024.696158264247
2022-12-11,10168.499328200312,8682.98410142961,1075,5024.691654555921
2022-12-12,5578.238606532366,7865.289844237322,1076,5024.687150847594
2022-12-13,4809.8553416216,7091.8199667953395,1077,5024.682647139268
2022-12-14,7954.428383507346,7215.289031321568,1078,5024.678143430941
2022-12-15,2412.263854926567,6328.903464989868,1079,5024.673639722615
2022-12-16,5264.560421401504,6312.853223149032,1080,5024.669136014289
2022-12-17,12308.463277748993,6928.044173419813,1081,5024.664632305962
2022-12-18,4129.780836328678,6065.370103152435,1082,5024.660128597636
2022-12-19,14250.648624138681,7304.2858199533375,1083,5024.655624889309
2022-12-20,7332.8354543111145,7664.711550337554,1084,5024.651121180983
2022-12-21,10038.872613961608,7962.489297545306,1085,5024.6466174726565
2022-12-22,9445.860210429852,8967.288776902918,1086,5024.64211376433
2022-12-23,4740.317426450026,8892.396920481278,1087,5024.637610056004
2022-12-24,6433.757877257122,8053.153291839582,1088,5024.633106347677
2022-12-25,5135.984167644379,8196.896624884683,1089,5024.628602639351
2022-12-26,14420.856297796283,8221.212006835769,1090,5024.6240989310245
2022-12-27,3509.20155065581,7674.978592027868,1091,5024.619595222698
2022-12-28,2227.969150221999,6559.135240065067,1092,5024.615091514371
2022-12-29,11263.743082989762,6818.832793287912,1093,5024.610587806044
2022-12-30,10843.320101437586,7690.690318286134,1094,5024.606084097718
2022-12-31,764.3846472413409,6880.779856855309,1095,5024.6015803893915
2023-01-01,3977.5145793733022,6715.284201388012,1096,5024.597076681065
2023-01-02,2896.375236065616,5068.929763997917,1097,5024.592572972739
2023-01-03,3404.768498448784,5054.01075653977,1098,5024.588069264412
2023-01-04,1981.1807218327492,5018.7552667698765,1099,5024.583565556086
2023-01-05,4621.938713211015,4069.9260710871995,1100,5024.5790618477595
2023-01-06,6700.833495912748,3478.1422702979366,1101,5024.574558139433
2023-01-07,4992.071594196023,4082.0975484343194,1102,5024.570054431107
2023-01-08,3590.7511292068803,4026.8456269819735,1103,5024.56555072278
2023-01-09,3710.764647730304,4143.186971505501,1104,5024.561047014454
2023-01-10,15121.35619988371,5816.985214567633,1105,5024.556543306127
2023-01-11,3160.0822269503915,5985.399715298724,1106,5024.552039597801
2023-01-12,4944.182229381148,6031.434503323029,1107,5024.547535889475
2023-01-13,2707.778061658062,5460.998012715218,1108,5024.543032181148
2023-01-14,4418.537906005618,5379.0646286880165,1109,5024.538528472822
2023-01-15,4173.690852252419,5462.341731980237,1110,5024.534024764495
2023-01-16,2079.4122940847574,5229.291395745158,1111,5024.529521056169
2023-01-17,8579.038258712184,4294.674547006369,1112,5024.525017347843
2023-01-18,3937.121812019307,4405.680202016214,1113,5024.520513639516
2023-01-19,2751.3126726270384,4092.4131224799125,1114,5024.51600993119
2023-01-20,3287.086642332134,4175.171491147637,1115,5024.511506222863
2023-01-21,10509.253834443467,5045.273766638759,1116,5024.507002514537
2023-01-22,2975.2069973790053,4874.061787371128,1117,5024.5024988062105
2023-01-23,3783.6937035934193,5117.530560158079,1118,5024.497995097884
2023-01-24,7419.60365285196,4951.89704503519,1119,5024.493491389558
2023-01-25,6449.520513685577,5310.811145273228,1120,5024.488987681231
2023-01-26,6246.89994390858,5810.1807554563065,1121,5024.484483972905
2023-01-27,689.0329004951391,5439.030220908164,1122,5024.479980264578
2023-01-28,7527.439841217563,5013.056793304464,1123,5024.475476556252
2023-01-29,5209.433809853383,5332.232052229374,1124,5024.470972847926
2023-01-30,880.0761776626864,4917.429548524984,1125,5024.466469139599
2023-01-31,5146.929942197695,4592.761875574374,1126,5024.461965431273
2023-02-01,4803.365859827512,4357.596925023223,1127,5024.457461722946
2023-02-02,9772.144351934878,4861.203269026979,1128,5024.45295801462
2023-02-03,5392.756121760358,5533.163729207726,1129,5024.448454306294
2023-02-04,2438.3616796279616,4806.152563266353,1130,5024.443950597967
2023-02-05,5415.558398133676,4835.59893302068,1131,5024.439446889641
2023-02-06,6355.54220748539,5617.8083658524965,1132,5024.434943181314
2023-02-07,2455.72562716173,5233.350606561644,1133,5024.430439472988
2023-02-08,1926.603362113824,4822.384535459687,1134,5024.4259357646615
2023-02-09,4622.092769535389,4086.66288083119,1135,5024.421432056335
2023-02-10,9465.752757749688,4668.51954311538,1136,5024.416928348009
2023-02-11,3072.787855168979,4759.151853906953,1137,5024.412424639682
2023-02-12,6241.625637190205,4877.161459486458,1138,5024.407920931356
2023-02-13,11265.360757142284,5578.564109437442,1139,5024.4034172230295
2023-02-14,3926.733758464486,5788.7081281949795,1140,5024.398913514703
2023-02-15,12801.616879488989,7342.281487820003,1141,5024.394409806377
2023-02-16,4789.285625760897,7366.166181566504,1142,5024.38990609805
2023-02-17,3669.577703698619,6538.141173844923,1143,5024.385402389724
2023-02-18,3927.2798863246376,6660.211464010017,1144,5024.380898681397
2023-02-19,3374.3355534179136,6250.59859489969,1145,5024.376394973071
2023-02-20,7049.896462231577,5648.389409912445,1146,5024.371891264745
2023-02-21,7380.091687175968,6141.726256871229,1147,5024.367387556418
2023-02-22,2255.801396921117,4635.181187932962,1148,5024.362883848092
2023-02-23,1022.0456499568317,4097.004048532381,1149,5024.358380139765
2023-02-24,1434.995055786684,3777.7779559735322,1150,5024.353876431439
2023-02-25,1623.8341717284943,3448.714282459798,1151,5024.3493727231125
2023-02-26,12885.088613515652,4807.3932910451895,1152,5024.344869014786
2023-02-27,3781.942171921604,4340.5426781437645,1153,5024.34036530646
2023-02-28,1337.168454944646,3477.2679306821474,1154,5024.335861598133
2023-03-01,1475.2195649358523,3365.756240398538,1155,5024.331357889807
2023-03-02,2581.521353084594,3588.538483702504,1156,5024.3268541814805
2023-03-03,1416.4533413723866,3585.8896673576046,1157,5024.322350473154
2023-03-04,1514.9884324502561,3570.3402760321414,1158,5024.317846764828
2023-03-05,3763.518521313461,2267.2588342889717,1159,5024.313343056501
2023-03-06,3959.9102249167536,2292.682841859707,1160,5024.308839348175
2023-03-07,1948.8773290432182,2380.069823873789,1161,5024.304335639848
2023-03-08,3781.5736397919436,2709.548977424659,1162,5024.299831931522
2023-03-09,5325.713742115837,3101.5764615719795,1163,5024.295328223196
2023-03-10,4348.202719140973,3520.397801253206,1164,5024.290824514869
2023-03-11,2249.002044456647,3625.2568886826907,1165,5024.286320806543
2023-03-12,4103.258322960659,3673.7911460608616,1166,5024.281817098216
2023-03-13,6737.922620498269,4070.650059715364,1167,5024.27731338989
2023-03-14,3995.5306802353516,4363.029109885669,1168,5024.272809681564
2023-03-15,2635.3220639940114,4199.278884771678,1169,5024.268305973237
2023-03-16,11072.937883906488,5020.310905027486,1170,5024.263802264911
2023-03-17,11429.69446308482,6031.952582733749,1171,5024.259298556584
2023-03-18,1421.417147673878,5913.7261689076395,1172,5024.254794848258
2023-03-19,5355.04578899215,6092.552949769281,1173,5024.2502911399315
2023-03-20,2661.376517163799,5510.189220721499,1174,5024.245787431605
2023-03-21,5458.099749012268,5719.127659118202,1175,5024.241283723279
2023-03-22,1639.513877493708,5576.8693467610165,1176,5024.236780014952
2023-03-23,2786.0179886317997,4393.02364743606,1177,5024.232276306626
2023-03-24,4368.267531062318,3384.248371432846,1178,5024.227772598299
2023-03-25,3485.5173508888106,3679.119829034979,1179,5024.223268889972
2023-03-26,4071.0857384358524,3495.696964669794,1180,5024.218765181646
2023-03-27,6609.294818443188,4059.685293423992,1181,5024.214261473319
2023-03-28,4926.742407282809,3983.7771017483547,1182,5024.209757764993
2023-03-29,7635.451506194866,4840.339620134235,1183,5024.2052540566665
2023-03-30,1941.8266841674917,4719.740862353619,1184,5024.20075034834
2023-03-31,9147.68211340317,5402.514374116598,1185,5024.196246640014
2023-04-01,6823.086561600068,5879.309975646778,1186,5024.191742931687
2023-04-02,6970.11601882608,6293.457158559667,1187,5024.187239223361
2023-04-03,4371.798198179758,5973.8147842363205,1188,5024.182735515034
2023-04-04,6444.405148920914,6190.62374732748,1189,5024.178231806708
2023-04-05,5114.855818252416,5830.538649049986,1190,5024.173728098382
2023-04-06,5385.304546083436,6322.46405789512,1191,5024.169224390055
2023-04-07,6347.657921596718,5922.46060192277,1192,5024.164720681729
2023-04-08,1535.9569673170822,5167.1563741680575,1193,5024.160216973402
2023-04-09,2285.8604408715323,4497.977005888837,1194,5024.155713265076
2023-04-10,2205.888204425323,4188.561292495347,1195,5024.15120955675
2023-04-11,1271.5251388697216,3449.5784339166044,1196,5024.146705848423
2023-04-12,2942.2960324331775,3139.212750228141,1197,5024.142202140097
2023-04-13,4594.494252154352,3026.239851095415,1198,5024.13769843177
2023-04-14,10847.909096994308,3669.1328761522136,1199,5024.133194723444
2023-04-15,3717.851307002315,3980.8320675358186,1200,5024.1286910151175
2023-04-16,5064.989806472078,4377.850548335897,1201,5024.124187306791
2023-04-17,5807.310069931729,4892.339386265383,1202,5024.119683598465
2023-04-18,1872.6013894877997,4978.207422067966,1203,5024.115179890138
2023-04-19,1978.5592249623162,4840.530735286414,1204,5024.110676181812
2023-04-20,4262.38035894556,4793.085893399444,1205,5024.1061724734855
2023-04-21,5120.026156595855,3974.8169019139505,1206,5024.101668765159
2023-04-22,3328.923600946436,3919.255801048825,1207,5024.097165056833
2023-04-23,8483.11511252254,4407.559416198891,1208,5024.092661348506
2023-04-24,8166.866060368266,4744.63884340411,1209,5024.08815764018
2023-04-25,8688.321434614203,5718.313135565026,1210,5024.083653931853
2023-04-26,9018.539310035478,6724.024576289762,1211,5024.079150223527
2023-04-27,7282.514837969477,7155.472359007465,1212,5024.074646515201
2023-04-28,5851.759073714566,7260.005632881567,1213,5024.070142806874
2023-04-29,7783.991905012895,7896.443962033918,1214,5024.065639098548
2023-04-30,694.8468117823007,6783.834204785312,1215,5024.061135390221
2023-05-01,5231.783250793342,6364.536660560322,1216,5024.056631681895
2023-05-02,5663.56458134841,5932.42853866521,1217,5024.0521279735685
2023-05-03,2875.895377391692,5054.907976858954,1218,5024.047624265242
2023-05-04,1641.3744280307412,4249.030775439135,1219,5024.043120556916
2023-05-05,14879.048271249623,5538.643517944144,1220,5024.038616848589
2023-05-06,5659.196377735099,5235.101299761601,1221,5024.034113140263
2023-05-07,8206.295379398045,6308.165380849566,1222,5024.0296094319365
2023-05-08,5701.276144274738,6375.23579420405,1223,5024.02510572361
2023-05-09,9245.09370778165,6886.8828122659415,1224,5024.020602015284
2023-05-10,5321.160787669466,7236.206442305624,1225,5024.016098306957
2023-05-11,1486.494048180091,7214.08067375553,1226,5024.011594598631
2023-05-12,1332.1252474411049,5278.8059560686,1227,5024.007090890304
2023-05-13,7695.1923991640415,5569.6625305584475,1228,5024.002587181978
2023-05-14,6345.926958975169,5303.895613355181,1229,5023.998083473652
2023-05-15,4677.687338046844,5157.668641036909,1230,5023.993579765325
2023-05-16,7631.013794285888,4927.0857962518,1231,5023.989076056999
2023-05-17,7776.9961540825925,5277.919420025105,1232,5023.984572348672
2023-05-18,6226.082904641689,5955.003542376761,1233,5023.980068640346
2023-05-19,3889.5846711322174,6320.354888618349,1234,5023.97556493202
2023-05-20,2764.801666509619,5616.013355382003,1235,5023.971061223693
2023-05-21,6660.9002947897625,5661.009546212658,1236,5023.966557515367
2023-05-22,5609.45289233224,5794.118911110573,1237,5023.96205380704
2023-05-23,3019.83071493993,5135.378471204007,1238,5023.957550098714
2023-05-24,1863.1996393720829,4290.550397673935,1239,5023.9530463903875
2023-05-25,2020.4182755373865,3689.7411649447486,1240,5023.948542682061
2023-05-26,7324.4458301294835,4180.435616230073,1241,5023.944038973735
2023-05-27,2098.0228136777273,4085.181494396945,1242,5023.939535265408
2023-05-28,7234.886694640534,4167.179551518484,1243,5023.935031557082
